carbon_intensity_forecast,carbon_intensity_actual,carbon_intensity_index,time
166,154,moderate,2024-05-20 05:30:00+00:00
160,153,moderate,2024-05-20 06:00:00+00:00
148,151,moderate,2024-05-20 06:30:00+00:00
145,146,moderate,2024-05-20 07:00:00+00:00
142,144,moderate,2024-05-20 07:30:00+00:00
137,137,moderate,2024-05-20 08:00:00+00:00
132,131,moderate,2024-05-20 08:30:00+00:00
126,128,moderate,2024-05-20 09:00:00+00:00
123,123,moderate,2024-05-20 09:30:00+00:00
114,120,moderate,2024-05-20 10:00:00+00:00
111,119,moderate,2024-05-20 10:30:00+00:00
111,117,moderate,2024-05-20 11:00:00+00:00
108,115,moderate,2024-05-20 11:30:00+00:00
106,117,moderate,2024-05-20 12:00:00+00:00
109,116,moderate,2024-05-20 12:30:00+00:00
115,119,moderate,2024-05-20 13:00:00+00:00
114,121,moderate,2024-05-20 13:30:00+00:00
116,125,moderate,2024-05-20 14:00:00+00:00
121,131,moderate,2024-05-20 14:30:00+00:00
129,139,moderate,2024-05-20 15:00:00+00:00
142,148,moderate,2024-05-20 15:30:00+00:00
148,155,moderate,2024-05-20 16:00:00+00:00
147,155,moderate,2024-05-20 16:30:00+00:00
160,160,moderate,2024-05-20 17:00:00+00:00
176,169,moderate,2024-05-20 17:30:00+00:00
168,173,moderate,2024-05-20 18:00:00+00:00
170,172,moderate,2024-05-20 18:30:00+00:00
176,175,moderate,2024-05-20 19:00:00+00:00
176,182,moderate,2024-05-20 19:30:00+00:00
111,183,moderate,2024-05-20 20:00:00+00:00
177,176,moderate,2024-05-20 20:30:00+00:00
173,167,moderate,2024-05-20 21:00:00+00:00
168,152,moderate,2024-05-20 21:30:00+00:00
157,145,moderate,2024-05-20 22:00:00+00:00
132,149,moderate,2024-05-20 22:30:00+00:00
136,148,moderate,2024-05-20 23:00:00+00:00
156,151,moderate,2024-05-20 23:30:00+00:00
152,152,moderate,2024-05-21 00:00:00+00:00
156,150,moderate,2024-05-21 00:30:00+00:00
157,145,moderate,2024-05-21 01:00:00+00:00
151,139,moderate,2024-05-21 01:30:00+00:00
150,142,moderate,2024-05-21 02:00:00+00:00
142,147,moderate,2024-05-21 02:30:00+00:00
143,146,moderate,2024-05-21 03:00:00+00:00
152,147,moderate,2024-05-21 03:30:00+00:00
138,156,moderate,2024-05-21 04:00:00+00:00
157,178,moderate,2024-05-21 04:30:00+00:00
177,190,high,2024-05-21 05:00:00+00:00
176,194,high,2024-05-21 05:30:00+00:00
191,191,high,2024-05-21 06:00:00+00:00
200,194,high,2024-05-21 06:30:00+00:00
187,190,high,2024-05-21 07:00:00+00:00
196,188,moderate,2024-05-21 07:30:00+00:00
195,186,moderate,2024-05-21 08:00:00+00:00
189,181,moderate,2024-05-21 08:30:00+00:00
183,178,moderate,2024-05-21 09:00:00+00:00
179,175,moderate,2024-05-21 09:30:00+00:00
173,174,moderate,2024-05-21 10:00:00+00:00
175,174,moderate,2024-05-21 10:30:00+00:00
178,171,moderate,2024-05-21 11:00:00+00:00
174,173,moderate,2024-05-21 11:30:00+00:00
174,172,moderate,2024-05-21 12:00:00+00:00
172,175,moderate,2024-05-21 12:30:00+00:00
177,176,moderate,2024-05-21 13:00:00+00:00
176,181,moderate,2024-05-21 13:30:00+00:00
184,185,moderate,2024-05-21 14:00:00+00:00
184,186,moderate,2024-05-21 14:30:00+00:00
193,188,moderate,2024-05-21 15:00:00+00:00
191,191,high,2024-05-21 15:30:00+00:00
201,194,high,2024-05-21 16:00:00+00:00
196,195,high,2024-05-21 16:30:00+00:00
195,196,high,2024-05-21 17:00:00+00:00
196,199,high,2024-05-21 17:30:00+00:00
199,200,high,2024-05-21 18:00:00+00:00
200,203,high,2024-05-21 18:30:00+00:00
201,203,high,2024-05-21 19:00:00+00:00
196,207,high,2024-05-21 19:30:00+00:00
195,204,high,2024-05-21 20:00:00+00:00
185,198,high,2024-05-21 20:30:00+00:00
153,193,high,2024-05-21 21:00:00+00:00
149,185,moderate,2024-05-21 21:30:00+00:00
139,175,moderate,2024-05-21 22:00:00+00:00
133,168,moderate,2024-05-21 22:30:00+00:00
183,164,moderate,2024-05-21 23:00:00+00:00
172,164,moderate,2024-05-21 23:30:00+00:00
169,164,moderate,2024-05-22 00:00:00+00:00
164,157,moderate,2024-05-22 00:30:00+00:00
169,152,moderate,2024-05-22 01:00:00+00:00
171,153,moderate,2024-05-22 01:30:00+00:00
155,152,moderate,2024-05-22 02:00:00+00:00
159,144,moderate,2024-05-22 02:30:00+00:00
156,136,moderate,2024-05-22 03:00:00+00:00
146,132,moderate,2024-05-22 03:30:00+00:00
130,129,moderate,2024-05-22 04:00:00+00:00
137,131,moderate,2024-05-22 04:30:00+00:00
129,142,moderate,2024-05-22 05:00:00+00:00
138,156,moderate,2024-05-22 05:30:00+00:00
153,157,moderate,2024-05-22 06:00:00+00:00
165,159,moderate,2024-05-22 06:30:00+00:00
155,158,moderate,2024-05-22 07:00:00+00:00
155,151,moderate,2024-05-22 07:30:00+00:00
155,152,moderate,2024-05-22 08:00:00+00:00
142,156,moderate,2024-05-22 08:30:00+00:00
142,153,moderate,2024-05-22 09:00:00+00:00
139,150,moderate,2024-05-22 09:30:00+00:00
144,147,moderate,2024-05-22 10:00:00+00:00
148,138,moderate,2024-05-22 10:30:00+00:00
127,128,moderate,2024-05-22 11:00:00+00:00
136,112,moderate,2024-05-22 11:30:00+00:00
131,100,low,2024-05-22 12:00:00+00:00
110,85,low,2024-05-22 12:30:00+00:00
103,74,low,2024-05-22 13:00:00+00:00
86,69,low,2024-05-22 13:30:00+00:00
79,69,low,2024-05-22 14:00:00+00:00
69,66,low,2024-05-22 14:30:00+00:00
66,66,low,2024-05-22 15:00:00+00:00
59,68,low,2024-05-22 15:30:00+00:00
59,69,low,2024-05-22 16:00:00+00:00
60,77,low,2024-05-22 16:30:00+00:00
64,75,low,2024-05-22 17:00:00+00:00
72,83,low,2024-05-22 17:30:00+00:00
68,84,low,2024-05-22 18:00:00+00:00
76,83,low,2024-05-22 18:30:00+00:00
77,83,low,2024-05-22 19:00:00+00:00
80,82,low,2024-05-22 19:30:00+00:00
80,77,low,2024-05-22 20:00:00+00:00
82,70,low,2024-05-22 20:30:00+00:00
79,62,low,2024-05-22 21:00:00+00:00
72,56,low,2024-05-22 21:30:00+00:00
69,49,low,2024-05-22 22:00:00+00:00
66,51,low,2024-05-22 22:30:00+00:00
51,49,low,2024-05-22 23:00:00+00:00
49,51,low,2024-05-22 23:30:00+00:00
46,48,low,2024-05-23 00:00:00+00:00
49,51,low,2024-05-23 00:30:00+00:00
45,51,low,2024-05-23 01:00:00+00:00
46,51,low,2024-05-23 01:30:00+00:00
46,50,low,2024-05-23 02:00:00+00:00
46,51,low,2024-05-23 02:30:00+00:00
49,51,low,2024-05-23 03:00:00+00:00
50,50,low,2024-05-23 03:30:00+00:00
51,51,low,2024-05-23 04:00:00+00:00
47,48,low,2024-05-23 04:30:00+00:00
48,54,low,2024-05-23 05:00:00+00:00
46,56,low,2024-05-23 05:30:00+00:00
49,55,low,2024-05-23 06:00:00+00:00
52,41,low,2024-05-23 06:30:00+00:00
49,42,low,2024-05-23 07:00:00+00:00
36,44,low,2024-05-23 07:30:00+00:00
35,43,low,2024-05-23 08:00:00+00:00
36,42,low,2024-05-23 08:30:00+00:00
38,42,low,2024-05-23 09:00:00+00:00
36,42,low,2024-05-23 09:30:00+00:00
36,46,low,2024-05-23 10:00:00+00:00
37,49,low,2024-05-23 10:30:00+00:00
38,51,low,2024-05-23 11:00:00+00:00
42,52,low,2024-05-23 11:30:00+00:00
43,51,low,2024-05-23 12:00:00+00:00
42,52,low,2024-05-23 12:30:00+00:00
43,53,low,2024-05-23 13:00:00+00:00
44,58,low,2024-05-23 13:30:00+00:00
49,66,low,2024-05-23 14:00:00+00:00
53,75,low,2024-05-23 14:30:00+00:00
59,91,low,2024-05-23 15:00:00+00:00
67,106,low,2024-05-23 15:30:00+00:00
85,117,moderate,2024-05-23 16:00:00+00:00
100,125,moderate,2024-05-23 16:30:00+00:00
114,130,moderate,2024-05-23 17:00:00+00:00
122,138,moderate,2024-05-23 17:30:00+00:00
132,142,moderate,2024-05-23 18:00:00+00:00
130,143,moderate,2024-05-23 18:30:00+00:00
135,144,moderate,2024-05-23 19:00:00+00:00
135,143,moderate,2024-05-23 19:30:00+00:00
142,146,moderate,2024-05-23 20:00:00+00:00
141,148,moderate,2024-05-23 20:30:00+00:00
135,146,moderate,2024-05-23 21:00:00+00:00
148,136,moderate,2024-05-23 21:30:00+00:00
143,136,moderate,2024-05-23 22:00:00+00:00
155,139,moderate,2024-05-23 22:30:00+00:00
138,142,moderate,2024-05-23 23:00:00+00:00
138,143,moderate,2024-05-23 23:30:00+00:00
142,147,moderate,2024-05-24 00:00:00+00:00
145,149,moderate,2024-05-24 00:30:00+00:00
144,151,moderate,2024-05-24 01:00:00+00:00
149,153,moderate,2024-05-24 01:30:00+00:00
153,155,moderate,2024-05-24 02:00:00+00:00
152,159,moderate,2024-05-24 02:30:00+00:00
154,161,moderate,2024-05-24 03:00:00+00:00
160,175,moderate,2024-05-24 03:30:00+00:00
163,189,moderate,2024-05-24 04:00:00+00:00
181,197,high,2024-05-24 04:30:00+00:00
200,200,high,2024-05-24 05:00:00+00:00
201,199,high,2024-05-24 05:30:00+00:00
208,195,high,2024-05-24 06:00:00+00:00
208,199,high,2024-05-24 06:30:00+00:00
198,197,high,2024-05-24 07:00:00+00:00
199,193,high,2024-05-24 07:30:00+00:00
193,191,high,2024-05-24 08:00:00+00:00
189,193,high,2024-05-24 08:30:00+00:00
176,195,high,2024-05-24 09:00:00+00:00
194,192,high,2024-05-24 09:30:00+00:00
189,185,moderate,2024-05-24 10:00:00+00:00
189,175,moderate,2024-05-24 10:30:00+00:00
186,178,moderate,2024-05-24 11:00:00+00:00
173,179,moderate,2024-05-24 11:30:00+00:00
177,179,moderate,2024-05-24 12:00:00+00:00
183,176,moderate,2024-05-24 12:30:00+00:00
183,174,moderate,2024-05-24 13:00:00+00:00
179,170,moderate,2024-05-24 13:30:00+00:00
171,174,moderate,2024-05-24 14:00:00+00:00
178,171,moderate,2024-05-24 14:30:00+00:00
187,174,moderate,2024-05-24 15:00:00+00:00
193,179,moderate,2024-05-24 15:30:00+00:00
190,180,moderate,2024-05-24 16:00:00+00:00
200,181,moderate,2024-05-24 16:30:00+00:00
192,187,moderate,2024-05-24 17:00:00+00:00
190,191,high,2024-05-24 17:30:00+00:00
193,196,high,2024-05-24 18:00:00+00:00
195,203,high,2024-05-24 18:30:00+00:00
200,205,high,2024-05-24 19:00:00+00:00
206,210,high,2024-05-24 19:30:00+00:00
209,209,high,2024-05-24 20:00:00+00:00
205,207,high,2024-05-24 20:30:00+00:00
208,197,high,2024-05-24 21:00:00+00:00
195,186,moderate,2024-05-24 21:30:00+00:00
202,178,moderate,2024-05-24 22:00:00+00:00
184,164,moderate,2024-05-24 22:30:00+00:00
179,159,moderate,2024-05-24 23:00:00+00:00
175,152,moderate,2024-05-24 23:30:00+00:00
169,151,moderate,2024-05-25 00:00:00+00:00
151,145,moderate,2024-05-25 00:30:00+00:00
147,138,moderate,2024-05-25 01:00:00+00:00
148,133,moderate,2024-05-25 01:30:00+00:00
144,135,moderate,2024-05-25 02:00:00+00:00
139,134,moderate,2024-05-25 02:30:00+00:00
139,133,moderate,2024-05-25 03:00:00+00:00
141,134,moderate,2024-05-25 03:30:00+00:00
131,139,moderate,2024-05-25 04:00:00+00:00
146,137,moderate,2024-05-25 04:30:00+00:00
144,132,moderate,2024-05-25 05:00:00+00:00
146,131,moderate,2024-05-25 05:30:00+00:00
131,121,moderate,2024-05-25 06:00:00+00:00
126,112,moderate,2024-05-25 06:30:00+00:00
123,106,low,2024-05-25 07:00:00+00:00
112,100,low,2024-05-25 07:30:00+00:00
94,93,low,2024-05-25 08:00:00+00:00
89,81,low,2024-05-25 08:30:00+00:00
92,66,low,2024-05-25 09:00:00+00:00
81,61,low,2024-05-25 09:30:00+00:00
72,62,low,2024-05-25 10:00:00+00:00
67,61,low,2024-05-25 10:30:00+00:00
64,57,low,2024-05-25 11:00:00+00:00
63,58,low,2024-05-25 11:30:00+00:00
61,60,low,2024-05-25 12:00:00+00:00
61,62,low,2024-05-25 12:30:00+00:00
59,57,low,2024-05-25 13:00:00+00:00
64,54,low,2024-05-25 13:30:00+00:00
58,54,low,2024-05-25 14:00:00+00:00
54,62,low,2024-05-25 14:30:00+00:00
53,69,low,2024-05-25 15:00:00+00:00
55,81,low,2024-05-25 15:30:00+00:00
63,99,low,2024-05-25 16:00:00+00:00
89,114,moderate,2024-05-25 16:30:00+00:00
110,120,moderate,2024-05-25 17:00:00+00:00
113,127,moderate,2024-05-25 17:30:00+00:00
122,130,moderate,2024-05-25 18:00:00+00:00
121,134,moderate,2024-05-25 18:30:00+00:00
124,139,moderate,2024-05-25 19:00:00+00:00
140,142,moderate,2024-05-25 19:30:00+00:00
143,143,moderate,2024-05-25 20:00:00+00:00
137,144,moderate,2024-05-25 20:30:00+00:00
135,134,moderate,2024-05-25 21:00:00+00:00
145,105,low,2024-05-25 21:30:00+00:00
137,97,low,2024-05-25 22:00:00+00:00
116,103,low,2024-05-25 22:30:00+00:00
105,95,low,2024-05-25 23:00:00+00:00
101,89,low,2024-05-25 23:30:00+00:00
98,90,low,2024-05-26 00:00:00+00:00
101,96,low,2024-05-26 00:30:00+00:00
91,95,low,2024-05-26 01:00:00+00:00
95,87,low,2024-05-26 01:30:00+00:00
99,84,low,2024-05-26 02:00:00+00:00
90,83,low,2024-05-26 02:30:00+00:00
87,85,low,2024-05-26 03:00:00+00:00
89,86,low,2024-05-26 03:30:00+00:00
85,89,low,2024-05-26 04:00:00+00:00
91,110,moderate,2024-05-26 04:30:00+00:00
92,114,moderate,2024-05-26 05:00:00+00:00
116,109,low,2024-05-26 05:30:00+00:00
115,107,low,2024-05-26 06:00:00+00:00
112,98,low,2024-05-26 06:30:00+00:00
103,93,low,2024-05-26 07:00:00+00:00
100,91,low,2024-05-26 07:30:00+00:00
92,93,low,2024-05-26 08:00:00+00:00
86,97,low,2024-05-26 08:30:00+00:00
92,99,low,2024-05-26 09:00:00+00:00
90,93,low,2024-05-26 09:30:00+00:00
88,86,low,2024-05-26 10:00:00+00:00
89,83,low,2024-05-26 10:30:00+00:00
85,74,low,2024-05-26 11:00:00+00:00
76,71,low,2024-05-26 11:30:00+00:00
78,61,low,2024-05-26 12:00:00+00:00
74,57,low,2024-05-26 12:30:00+00:00
69,55,low,2024-05-26 13:00:00+00:00
60,55,low,2024-05-26 13:30:00+00:00
61,56,low,2024-05-26 14:00:00+00:00
60,58,low,2024-05-26 14:30:00+00:00
61,63,low,2024-05-26 15:00:00+00:00
64,73,low,2024-05-26 15:30:00+00:00
66,79,low,2024-05-26 16:00:00+00:00
75,84,low,2024-05-26 16:30:00+00:00
79,87,low,2024-05-26 17:00:00+00:00
81,83,low,2024-05-26 17:30:00+00:00
86,88,low,2024-05-26 18:00:00+00:00
81,93,low,2024-05-26 18:30:00+00:00
84,98,low,2024-05-26 19:00:00+00:00
94,107,low,2024-05-26 19:30:00+00:00
93,100,low,2024-05-26 20:00:00+00:00
101,88,low,2024-05-26 20:30:00+00:00
93,79,low,2024-05-26 21:00:00+00:00
85,80,low,2024-05-26 21:30:00+00:00
86,77,low,2024-05-26 22:00:00+00:00
80,73,low,2024-05-26 22:30:00+00:00
75,73,low,2024-05-26 23:00:00+00:00
76,74,low,2024-05-26 23:30:00+00:00
72,79,low,2024-05-27 00:00:00+00:00
71,77,low,2024-05-27 00:30:00+00:00
72,80,low,2024-05-27 01:00:00+00:00
72,77,low,2024-05-27 01:30:00+00:00
76,77,low,2024-05-27 02:00:00+00:00
73,81,low,2024-05-27 02:30:00+00:00
77,78,low,2024-05-27 03:00:00+00:00
78,75,low,2024-05-27 03:30:00+00:00
79,80,low,2024-05-27 04:00:00+00:00
79,72,low,2024-05-27 04:30:00+00:00
77,72,low,2024-05-27 05:00:00+00:00
73,75,low,2024-05-27 05:30:00+00:00
68,73,low,2024-05-27 06:00:00+00:00
69,73,low,2024-05-27 06:30:00+00:00
69,73,low,2024-05-27 07:00:00+00:00
66,73,low,2024-05-27 07:30:00+00:00
63,74,low,2024-05-27 08:00:00+00:00
70,66,low,2024-05-27 08:30:00+00:00
67,64,low,2024-05-27 09:00:00+00:00
60,64,low,2024-05-27 09:30:00+00:00
58,57,low,2024-05-27 10:00:00+00:00
57,56,low,2024-05-27 10:30:00+00:00
51,56,low,2024-05-27 11:00:00+00:00
51,52,low,2024-05-27 11:30:00+00:00
51,50,low,2024-05-27 12:00:00+00:00
47,48,low,2024-05-27 12:30:00+00:00
45,49,low,2024-05-27 13:00:00+00:00
46,50,low,2024-05-27 13:30:00+00:00
45,55,low,2024-05-27 14:00:00+00:00
43,70,low,2024-05-27 14:30:00+00:00
48,85,low,2024-05-27 15:00:00+00:00
68,104,low,2024-05-27 15:30:00+00:00
89,116,moderate,2024-05-27 16:00:00+00:00
118,128,moderate,2024-05-27 16:30:00+00:00
123,139,moderate,2024-05-27 17:00:00+00:00
135,151,moderate,2024-05-27 17:30:00+00:00
152,156,moderate,2024-05-27 18:00:00+00:00
155,160,moderate,2024-05-27 18:30:00+00:00
158,162,moderate,2024-05-27 19:00:00+00:00
162,159,moderate,2024-05-27 19:30:00+00:00
165,155,moderate,2024-05-27 20:00:00+00:00
165,156,moderate,2024-05-27 20:30:00+00:00
155,149,moderate,2024-05-27 21:00:00+00:00
151,125,moderate,2024-05-27 21:30:00+00:00
144,115,moderate,2024-05-27 22:00:00+00:00
128,108,low,2024-05-27 22:30:00+00:00
117,101,low,2024-05-27 23:00:00+00:00
109,108,low,2024-05-27 23:30:00+00:00
102,109,low,2024-05-28 00:00:00+00:00
109,111,moderate,2024-05-28 00:30:00+00:00
108,112,moderate,2024-05-28 01:00:00+00:00
112,114,moderate,2024-05-28 01:30:00+00:00
113,115,moderate,2024-05-28 02:00:00+00:00
117,116,moderate,2024-05-28 02:30:00+00:00
125,120,moderate,2024-05-28 03:00:00+00:00
113,123,moderate,2024-05-28 03:30:00+00:00
107,126,moderate,2024-05-28 04:00:00+00:00
111,135,moderate,2024-05-28 04:30:00+00:00
115,139,moderate,2024-05-28 05:00:00+00:00
128,135,moderate,2024-05-28 05:30:00+00:00
140,131,moderate,2024-05-28 06:00:00+00:00
133,126,moderate,2024-05-28 06:30:00+00:00
126,124,moderate,2024-05-28 07:00:00+00:00
115,120,moderate,2024-05-28 07:30:00+00:00
121,117,moderate,2024-05-28 08:00:00+00:00
110,111,moderate,2024-05-28 08:30:00+00:00
100,104,low,2024-05-28 09:00:00+00:00
101,99,low,2024-05-28 09:30:00+00:00
103,91,low,2024-05-28 10:00:00+00:00
93,86,low,2024-05-28 10:30:00+00:00
90,82,low,2024-05-28 11:00:00+00:00
82,77,low,2024-05-28 11:30:00+00:00
84,75,low,2024-05-28 12:00:00+00:00
79,72,low,2024-05-28 12:30:00+00:00
79,72,low,2024-05-28 13:00:00+00:00
75,74,low,2024-05-28 13:30:00+00:00
73,74,low,2024-05-28 14:00:00+00:00
72,82,low,2024-05-28 14:30:00+00:00
70,88,low,2024-05-28 15:00:00+00:00
78,96,low,2024-05-28 15:30:00+00:00
82,98,low,2024-05-28 16:00:00+00:00
91,103,low,2024-05-28 16:30:00+00:00
92,104,low,2024-05-28 17:00:00+00:00
97,105,low,2024-05-28 17:30:00+00:00
102,105,low,2024-05-28 18:00:00+00:00
98,106,low,2024-05-28 18:30:00+00:00
96,106,low,2024-05-28 19:00:00+00:00
97,106,low,2024-05-28 19:30:00+00:00
92,98,low,2024-05-28 20:00:00+00:00
90,80,low,2024-05-28 20:30:00+00:00
86,63,low,2024-05-28 21:00:00+00:00
82,60,low,2024-05-28 21:30:00+00:00
82,59,low,2024-05-28 22:00:00+00:00
83,59,low,2024-05-28 22:30:00+00:00
84,60,low,2024-05-28 23:00:00+00:00
82,63,low,2024-05-28 23:30:00+00:00
81,65,low,2024-05-29 00:00:00+00:00
79,68,low,2024-05-29 00:30:00+00:00
78,69,low,2024-05-29 01:00:00+00:00
77,79,low,2024-05-29 01:30:00+00:00
78,80,low,2024-05-29 02:00:00+00:00
78,79,low,2024-05-29 02:30:00+00:00
76,77,low,2024-05-29 03:00:00+00:00
79,82,low,2024-05-29 03:30:00+00:00
77,87,low,2024-05-29 04:00:00+00:00
77,86,low,2024-05-29 04:30:00+00:00
76,101,low,2024-05-29 05:00:00+00:00
75,85,low,2024-05-29 05:30:00+00:00
73,90,low,2024-05-29 06:00:00+00:00
72,101,low,2024-05-29 06:30:00+00:00
78,102,low,2024-05-29 07:00:00+00:00
79,104,low,2024-05-29 07:30:00+00:00
79,104,low,2024-05-29 08:00:00+00:00
78,109,low,2024-05-29 08:30:00+00:00
74,99,low,2024-05-29 09:00:00+00:00
69,95,low,2024-05-29 09:30:00+00:00
72,97,low,2024-05-29 10:00:00+00:00
73,97,low,2024-05-29 10:30:00+00:00
72,94,low,2024-05-29 11:00:00+00:00
71,94,low,2024-05-29 11:30:00+00:00
65,95,low,2024-05-29 12:00:00+00:00
66,98,low,2024-05-29 12:30:00+00:00
64,98,low,2024-05-29 13:00:00+00:00
64,93,low,2024-05-29 13:30:00+00:00
63,102,low,2024-05-29 14:00:00+00:00
64,105,low,2024-05-29 14:30:00+00:00
72,111,moderate,2024-05-29 15:00:00+00:00
78,114,moderate,2024-05-29 15:30:00+00:00
82,123,moderate,2024-05-29 16:00:00+00:00
84,123,moderate,2024-05-29 16:30:00+00:00
86,126,moderate,2024-05-29 17:00:00+00:00
91,127,moderate,2024-05-29 17:30:00+00:00
93,128,moderate,2024-05-29 18:00:00+00:00
98,132,moderate,2024-05-29 18:30:00+00:00
99,134,moderate,2024-05-29 19:00:00+00:00
103,133,moderate,2024-05-29 19:30:00+00:00
99,129,moderate,2024-05-29 20:00:00+00:00
100,130,moderate,2024-05-29 20:30:00+00:00
91,115,moderate,2024-05-29 21:00:00+00:00
87,88,low,2024-05-29 21:30:00+00:00
79,79,low,2024-05-29 22:00:00+00:00
80,73,low,2024-05-29 22:30:00+00:00
81,68,low,2024-05-29 23:00:00+00:00
82,66,low,2024-05-29 23:30:00+00:00
82,65,low,2024-05-30 00:00:00+00:00
83,64,low,2024-05-30 00:30:00+00:00
82,62,low,2024-05-30 01:00:00+00:00
81,58,low,2024-05-30 01:30:00+00:00
81,58,low,2024-05-30 02:00:00+00:00
81,57,low,2024-05-30 02:30:00+00:00
80,56,low,2024-05-30 03:00:00+00:00
81,56,low,2024-05-30 03:30:00+00:00
78,56,low,2024-05-30 04:00:00+00:00
76,60,low,2024-05-30 04:30:00+00:00
73,59,low,2024-05-30 05:00:00+00:00
70,55,low,2024-05-30 05:30:00+00:00
67,58,low,2024-05-30 06:00:00+00:00
71,59,low,2024-05-30 06:30:00+00:00
72,57,low,2024-05-30 07:00:00+00:00
72,57,low,2024-05-30 07:30:00+00:00
70,53,low,2024-05-30 08:00:00+00:00
67,47,low,2024-05-30 08:30:00+00:00
65,44,low,2024-05-30 09:00:00+00:00
64,42,low,2024-05-30 09:30:00+00:00
63,41,low,2024-05-30 10:00:00+00:00
61,38,low,2024-05-30 10:30:00+00:00
60,38,low,2024-05-30 11:00:00+00:00
56,35,low,2024-05-30 11:30:00+00:00
53,36,low,2024-05-30 12:00:00+00:00
55,37,low,2024-05-30 12:30:00+00:00
56,38,low,2024-05-30 13:00:00+00:00
56,42,low,2024-05-30 13:30:00+00:00
56,40,low,2024-05-30 14:00:00+00:00
58,39,low,2024-05-30 14:30:00+00:00
60,46,low,2024-05-30 15:00:00+00:00
62,52,low,2024-05-30 15:30:00+00:00
64,58,low,2024-05-30 16:00:00+00:00
64,64,low,2024-05-30 16:30:00+00:00
65,62,low,2024-05-30 17:00:00+00:00
68,67,low,2024-05-30 17:30:00+00:00
62,69,low,2024-05-30 18:00:00+00:00
65,62,low,2024-05-30 18:30:00+00:00
66,66,low,2024-05-30 19:00:00+00:00
57,72,low,2024-05-30 19:30:00+00:00
62,66,low,2024-05-30 20:00:00+00:00
66,61,low,2024-05-30 20:30:00+00:00
66,51,low,2024-05-30 21:00:00+00:00
61,45,low,2024-05-30 21:30:00+00:00
60,46,low,2024-05-30 22:00:00+00:00
68,47,low,2024-05-30 22:30:00+00:00
44,47,low,2024-05-30 23:00:00+00:00
45,50,low,2024-05-30 23:30:00+00:00
43,52,low,2024-05-31 00:00:00+00:00
48,52,low,2024-05-31 00:30:00+00:00
49,51,low,2024-05-31 01:00:00+00:00
49,52,low,2024-05-31 01:30:00+00:00
49,54,low,2024-05-31 02:00:00+00:00
52,56,low,2024-05-31 02:30:00+00:00
49,55,low,2024-05-31 03:00:00+00:00
51,57,low,2024-05-31 03:30:00+00:00
52,58,low,2024-05-31 04:00:00+00:00
56,56,low,2024-05-31 04:30:00+00:00
58,58,low,2024-05-31 05:00:00+00:00
56,56,low,2024-05-31 05:30:00+00:00
57,57,low,2024-05-31 06:00:00+00:00
53,61,low,2024-05-31 06:30:00+00:00
55,61,low,2024-05-31 07:00:00+00:00
51,58,low,2024-05-31 07:30:00+00:00
60,57,low,2024-05-31 08:00:00+00:00
58,55,low,2024-05-31 08:30:00+00:00
61,52,low,2024-05-31 09:00:00+00:00
60,53,low,2024-05-31 09:30:00+00:00
56,51,low,2024-05-31 10:00:00+00:00
60,50,low,2024-05-31 10:30:00+00:00
61,47,low,2024-05-31 11:00:00+00:00
53,44,low,2024-05-31 11:30:00+00:00
53,44,low,2024-05-31 12:00:00+00:00
49,44,low,2024-05-31 12:30:00+00:00
49,44,low,2024-05-31 13:00:00+00:00
51,46,low,2024-05-31 13:30:00+00:00
50,49,low,2024-05-31 14:00:00+00:00
52,50,low,2024-05-31 14:30:00+00:00
54,51,low,2024-05-31 15:00:00+00:00
56,54,low,2024-05-31 15:30:00+00:00
56,58,low,2024-05-31 16:00:00+00:00
55,60,low,2024-05-31 16:30:00+00:00
57,64,low,2024-05-31 17:00:00+00:00
64,66,low,2024-05-31 17:30:00+00:00
66,64,low,2024-05-31 18:00:00+00:00
71,67,low,2024-05-31 18:30:00+00:00
73,71,low,2024-05-31 19:00:00+00:00
73,70,low,2024-05-31 19:30:00+00:00
76,71,low,2024-05-31 20:00:00+00:00
78,68,low,2024-05-31 20:30:00+00:00
80,66,low,2024-05-31 21:00:00+00:00
81,61,low,2024-05-31 21:30:00+00:00
78,58,low,2024-05-31 22:00:00+00:00
70,60,low,2024-05-31 22:30:00+00:00
69,63,low,2024-05-31 23:00:00+00:00
70,65,low,2024-05-31 23:30:00+00:00
73,67,low,2024-06-01 00:00:00+00:00
76,68,low,2024-06-01 00:30:00+00:00
73,66,low,2024-06-01 01:00:00+00:00
72,64,low,2024-06-01 01:30:00+00:00
83,63,low,2024-06-01 02:00:00+00:00
86,66,low,2024-06-01 02:30:00+00:00
80,65,low,2024-06-01 03:00:00+00:00
79,63,low,2024-06-01 03:30:00+00:00
71,62,low,2024-06-01 04:00:00+00:00
75,62,low,2024-06-01 04:30:00+00:00
66,61,low,2024-06-01 05:00:00+00:00
67,55,low,2024-06-01 05:30:00+00:00
65,53,low,2024-06-01 06:00:00+00:00
64,51,low,2024-06-01 06:30:00+00:00
47,49,low,2024-06-01 07:00:00+00:00
36,47,low,2024-06-01 07:30:00+00:00
43,47,low,2024-06-01 08:00:00+00:00
38,48,low,2024-06-01 08:30:00+00:00
43,50,low,2024-06-01 09:00:00+00:00
34,60,low,2024-06-01 09:30:00+00:00
36,59,low,2024-06-01 10:00:00+00:00
31,52,low,2024-06-01 10:30:00+00:00
48,50,low,2024-06-01 11:00:00+00:00
48,49,low,2024-06-01 11:30:00+00:00
